FIPS State Code,FIPS County Code,County Name,State,CBSA Number,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
30,109,WIBAUX COUNTY,MT,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
30,111,YELLOWSTONE COUNTY,MT,13740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,001,ADAMS COUNTY,NE,25580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,003,ANTELOPE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,005,ARTHUR COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,007,BANNER COUNTY,NE,42420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,009,BLAINE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,011,BOONE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,013,BOX BUTTE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,015,BOYD COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,017,BROWN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,019,BUFFALO COUNTY,NE,28260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,021,BURT COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,023,BUTLER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,025,CASS COUNTY,NE,36540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,027,CEDAR COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,029,CHASE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,031,CHERRY COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,033,CHEYENNE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,035,CLAY COUNTY,NE,25580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,037,COLFAX COUNTY,NE,18100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,039,CUMING COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,041,CUSTER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,043,DAKOTA COUNTY,NE,43580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,045,DAWES COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,047,DAWSON COUNTY,NE,30420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,049,DEUEL COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,051,DIXON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,053,DODGE COUNTY,NE,23340,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,055,DOUGLAS COUNTY,NE,36540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,057,DUNDY COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,059,FILLMORE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,061,FRANKLIN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,063,FRONTIER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,065,FURNAS COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,067,GAGE COUNTY,NE,13100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,069,GARDEN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,071,GARFIELD COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,073,GOSPER COUNTY,NE,30420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,075,GRANT COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,077,GREELEY COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,079,HALL COUNTY,NE,24260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,081,HAMILTON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,083,HARLAN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,085,HAYES COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,087,HITCHCOCK COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,089,HOLT COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,091,HOOKER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,093,HOWARD COUNTY,NE,24260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,095,JEFFERSON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,097,JOHNSON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,099,KEARNEY COUNTY,NE,28260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,101,KEITH COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,103,KEYA PAHA COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,105,KIMBALL COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,107,KNOX COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,109,LANCASTER COUNTY,NE,30700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,111,LINCOLN COUNTY,NE,35820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,113,LOGAN COUNTY,NE,35820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,115,LOUP COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,117,MCPHERSON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,119,MADISON COUNTY,NE,35740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,121,MERRICK COUNTY,NE,24260,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,123,MORRILL COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,125,NANCE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,127,NEMAHA COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,129,NUCKOLLS COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,131,OTOE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,133,PAWNEE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,135,PERKINS COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,137,PHELPS COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,139,PIERCE COUNTY,NE,35740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,141,PLATTE COUNTY,NE,18100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,143,POLK COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,145,RED WILLOW COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,147,RICHARDSON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,149,ROCK COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,151,SALINE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,153,SARPY COUNTY,NE,36540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,155,SAUNDERS COUNTY,NE,36540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,157,SCOTTS BLUFF COUNTY,NE,42420,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,159,SEWARD COUNTY,NE,30700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,161,SHERIDAN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,163,SHERMAN COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,165,SIOUX COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,167,STANTON COUNTY,NE,35740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,169,THAYER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,171,THOMAS COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,173,THURSTON COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,175,VALLEY COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,177,WASHINGTON COUNTY,NE,36540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,179,WAYNE COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,181,WEBSTER COUNTY,NE,25580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,183,WHEELER COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
31,185,YORK COUNTY,NE,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,001,CHURCHILL COUNTY,NV,21980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,003,CLARK COUNTY,NV,29820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,005,DOUGLAS COUNTY,NV,23820,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,007,ELKO COUNTY,NV,21220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,009,ESMERALDA COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,011,EUREKA COUNTY,NV,21220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,013,HUMBOLDT COUNTY,NV,49080,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,015,LANDER COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,017,LINCOLN COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,019,LYON COUNTY,NV,39900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,021,MINERAL COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,023,NYE COUNTY,NV,37220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,027,PERSHING COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,029,STOREY COUNTY,NV,39900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,031,WASHOE COUNTY,NV,39900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,033,WHITE PINE COUNTY,NV,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
32,510,CARSON CITY,NV,16180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,001,BELKNAP COUNTY,NH,29060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,003,CARROLL COUNTY,NH,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,005,CHESHIRE COUNTY,NH,28300,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,007,COOS COUNTY,NH,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,009,GRAFTON COUNTY,NH,30150,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,011,HILLSBOROUGH COUNTY,NH,31700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,013,MERRIMACK COUNTY,NH,18180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
33,015,ROCKINGHAM COUNTY,NH,14460,"$962,550 ","$1,232,250 ","$1,489,500 ","$1,851,100 "
33,017,STRAFFORD COUNTY,NH,14460,"$962,550 ","$1,232,250 ","$1,489,500 ","$1,851,100 "
33,019,SULLIVAN COUNTY,NH,30150,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,001,ATLANTIC COUNTY,NJ,12100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,003,BERGEN COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,005,BURLINGTON COUNTY,NJ,37980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,007,CAMDEN COUNTY,NJ,37980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,009,CAPE MAY COUNTY,NJ,12100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,011,CUMBERLAND COUNTY,NJ,47220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,013,ESSEX COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,015,GLOUCESTER COUNTY,NJ,37980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,017,HUDSON COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,019,HUNTERDON COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,021,MERCER COUNTY,NJ,45940,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,023,MIDDLESEX COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,025,MONMOUTH COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,027,MORRIS COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,029,OCEAN COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,031,PASSAIC COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,033,SALEM COUNTY,NJ,37980,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
34,035,SOMERSET COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,037,SUSSEX COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,039,UNION COUNTY,NJ,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
34,041,WARREN COUNTY,NJ,10900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,001,BERNALILLO COUNTY,NM,10740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,003,CATRON COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,005,CHAVES COUNTY,NM,40740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,006,CIBOLA COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,007,COLFAX COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,009,CURRY COUNTY,NM,17580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,011,DE BACA COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,013,DONA ANA COUNTY,NM,29740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,015,EDDY COUNTY,NM,16100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,017,GRANT COUNTY,NM,43500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,019,GUADALUPE COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,021,HARDING COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,023,HIDALGO COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,025,LEA COUNTY,NM,26020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,027,LINCOLN COUNTY,NM,40760,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,028,LOS ALAMOS COUNTY,NM,31060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,029,LUNA COUNTY,NM,19700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,031,MCKINLEY COUNTY,NM,23700,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,033,MORA COUNTY,NM,29780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,035,OTERO COUNTY,NM,10460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,037,QUAY COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,039,RIO ARRIBA COUNTY,NM,21580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,041,ROOSEVELT COUNTY,NM,17580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,043,SANDOVAL COUNTY,NM,10740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,045,SAN JUAN COUNTY,NM,22140,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,047,SAN MIGUEL COUNTY,NM,29780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,049,SANTA FE COUNTY,NM,42140,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,051,SIERRA COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,053,SOCORRO COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,055,TAOS COUNTY,NM,45340,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,057,TORRANCE COUNTY,NM,10740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,059,UNION COUNTY,NM,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
35,061,VALENCIA COUNTY,NM,10740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,001,ALBANY COUNTY,NY,10580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,003,ALLEGANY COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,005,BRONX COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,007,BROOME COUNTY,NY,13780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,009,CATTARAUGUS COUNTY,NY,36460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,011,CAYUGA COUNTY,NY,12180,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,013,CHAUTAUQUA COUNTY,NY,27460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,015,CHEMUNG COUNTY,NY,21300,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,017,CHENANGO COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,019,CLINTON COUNTY,NY,38460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,021,COLUMBIA COUNTY,NY,26460,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,023,CORTLAND COUNTY,NY,18660,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,025,DELAWARE COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,027,DUTCHESS COUNTY,NY,28880,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,029,ERIE COUNTY,NY,15380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,031,ESSEX COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,033,FRANKLIN COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,035,FULTON COUNTY,NY,24100,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,037,GENESEE COUNTY,NY,12860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,039,GREENE COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,041,HAMILTON COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,043,HERKIMER COUNTY,NY,46540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,045,JEFFERSON COUNTY,NY,48060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,047,KINGS COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,049,LEWIS COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,051,LIVINGSTON COUNTY,NY,40380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,053,MADISON COUNTY,NY,45060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,055,MONROE COUNTY,NY,40380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,057,MONTGOMERY COUNTY,NY,11220,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,059,NASSAU COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,061,NEW YORK COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,063,NIAGARA COUNTY,NY,15380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,065,ONEIDA COUNTY,NY,46540,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,067,ONONDAGA COUNTY,NY,45060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,069,ONTARIO COUNTY,NY,40380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,071,ORANGE COUNTY,NY,28880,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,073,ORLEANS COUNTY,NY,40380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,075,OSWEGO COUNTY,NY,45060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,077,OTSEGO COUNTY,NY,36580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,079,PUTNAM COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,081,QUEENS COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,083,RENSSELAER COUNTY,NY,10580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,085,RICHMOND COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,087,ROCKLAND COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,089,ST. LAWRENCE COUNTY,NY,32390,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,091,SARATOGA COUNTY,NY,10580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,093,SCHENECTADY COUNTY,NY,10580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,095,SCHOHARIE COUNTY,NY,10580,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,097,SCHUYLER COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,099,SENECA COUNTY,NY,42900,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,101,STEUBEN COUNTY,NY,18500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,103,SUFFOLK COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,105,SULLIVAN COUNTY,NY,33910,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,107,TIOGA COUNTY,NY,13780,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,109,TOMPKINS COUNTY,NY,27060,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,111,ULSTER COUNTY,NY,28740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,113,WARREN COUNTY,NY,24020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,115,WASHINGTON COUNTY,NY,24020,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,117,WAYNE COUNTY,NY,40380,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,119,WESTCHESTER COUNTY,NY,35620,"$1,209,750 ","$1,548,975 ","$1,872,225 ","$2,326,875 "
36,121,WYOMING COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
36,123,YATES COUNTY,NY,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,001,ALAMANCE COUNTY,NC,15500,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,003,ALEXANDER COUNTY,NC,25860,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,005,ALLEGHANY COUNTY,NC,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,007,ANSON COUNTY,NC,16740,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,009,ASHE COUNTY,NC,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
37,011,AVERY COUNTY,NC,99999,"$832,750 ","$1,066,250 ","$1,288,800 ","$1,601,750 "
